s1000d_uri,s1000d_label,s1000d_context,pipeline_selected_uri,pipeline_confidence,pipeline_method,selected_label,selected_context,candidate_1_uri,candidate_1_label,candidate_1_score,candidate_2_uri,candidate_2_label,candidate_2_score,candidate_3_uri,candidate_3_label,candidate_3_score,candidate_4_uri,candidate_4_label,candidate_4_score,candidate_5_uri,candidate_5_label,candidate_5_score,is_match_manual,correct_match_uri,notes
http://my-company.com/s1000d/S1000DBIKE-AAA-D00-0-0-941,Bicycle - Illustrated Parts Data - IPD,"S1000DBIKE > AAA > D00 > 0 > 0 > 941 > Bicycle - Illustrated Parts Data - IPD | TPSMG UK, 2003-2010 Government License - TPSMG 001",http://purl.org/ontology/bikeo#Bike,0.92,llm_reranking,Bike,Bike | A bike or bicycle is a two-wheeled steerable machine that is pedaled by the rider’s feet. | sameAs: vso:Bicycle,http://purl.org/ontology/bikeo#Frame,Frame,0.007,http://purl.org/ontology/bikeo#Bike,Bike,0.006,http://purl.org/ontology/bikeo#CommonPart,CommonPart,0.006,http://purl.org/ontology/bikeo#Problem,Problem,0.006,http://purl.org/ontology/bikeo#ChainArea,ChainArea,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-D05-1-0-000,Bicycle - Time limits,"S1000DBIKE > AAA > D05 > 1 > 0 > 000 > Bicycle - Time limits | TPSMG UK, 2003-2010 Government License - TPSMG 001",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#alpha-platinum-aluminum-frame,Alpha Platinum Aluminum,0.010,http://purl.org/ontology/bikeo#advanced-grade-composite-frame,Advanced-Grade Composite,0.007,http://purl.org/ontology/bikeo#aethos-fact-10r-carbon-frame,Aethos FACT 10R Carbon,0.006,http://purl.org/ontology/bikeo#alexrims-rxd5c-wheel,Alexrims RXD5C,0.006,http://purl.org/ontology/bikeo#all-new-frame,All-New,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-D05-2-0-000,Bicycle - Scheduled maintenance lists,"S1000DBIKE > AAA > D05 > 2 > 0 > 000 > Bicycle - Scheduled maintenance lists | TPSMG UK, 2003-2010 Government License - TPSMG 001",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#advanced-grade-composite-frame,Advanced-Grade Composite,0.007,http://purl.org/ontology/bikeo#aethos-fact-10r-carbon-frame,Aethos FACT 10R Carbon,0.006,http://purl.org/ontology/bikeo#alexrims-rxd5c-wheel,Alexrims RXD5C,0.006,http://purl.org/ontology/bikeo#all-new-frame,All-New,0.006,http://purl.org/ontology/bikeo#alpha-platinum-aluminum-frame,Alpha Platinum Aluminum,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-D05-4-0-000,Bicycle - Scheduled maintenance checks,"S1000DBIKE > AAA > D05 > 4 > 0 > 000 > Bicycle - Scheduled maintenance checks | TPSMG UK, 2003-2010 Government License - TPSMG 001",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#advanced-grade-composite-frame,Advanced-Grade Composite,0.007,http://purl.org/ontology/bikeo#aethos-fact-10r-carbon-frame,Aethos FACT 10R Carbon,0.006,http://purl.org/ontology/bikeo#alexrims-rxd5c-wheel,Alexrims RXD5C,0.006,http://purl.org/ontology/bikeo#all-new-frame,All-New,0.006,http://purl.org/ontology/bikeo#alpha-platinum-aluminum-frame,Alpha Platinum Aluminum,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA0-0-0-041,Wheel - Description of how it is made,"S1000DBIKE > AAA > DA0 > 0 > 0 > 041 > Wheel - Description of how it is made | TPSMG UK, 2003-2010 Government License - TPSMG 001 The wheel (refer to ) of
a bicycle is a complex structure. The wheel a",http://purl.org/ontology/bikeo#Wheel,0.95,llm_reranking,Wheel,"CommonPart > CommonPartArea > Wheel | the set of pieces, like the tire and the air chamber, that form the wheel.",http://purl.org/ontology/bikeo#Wheel,Wheel,0.016,http://purl.org/ontology/bikeo#Spokes,Spokes,0.007,http://purl.org/ontology/bikeo#Hub,Hub,0.006,http://purl.org/ontology/bikeo#Rim,Rim,0.006,http://purl.org/ontology/bikeo#alexrims-rxd5c-wheel,Alexrims RXD5C,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA0-1-0-921,Inner tube - Remove and install a new item,"S1000DBIKE > AAA > DA0 > 1 > 0 > 921 > Inner tube - Remove and install a new item | TPSMG UK, 2003-2010 Government License - TPSMG 001 Be careful with sharp or hard tools. They can cause damage to the",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Spokes,Spokes,0.007,http://purl.org/ontology/bikeo#Hub,Hub,0.006,http://purl.org/ontology/bikeo#Rim,Rim,0.006,http://purl.org/ontology/bikeo#alexrims-rxd5c-wheel,Alexrims RXD5C,0.006,http://purl.org/ontology/bikeo#dt-swiss-g540-rim-wheel,DT Swiss G540 rim,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA0-1-0-215,Tire - Fill with air,"S1000DBIKE > AAA > DA0 > 1 > 0 > 215 > Tire - Fill with air | TPSMG UK, 2003-2010 Government License - TPSMG 001 Ensure bicycle is on the repair stand. Locate the deflated tire. Attach the outlet valv",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Tire,Tire,0.011,http://purl.org/ontology/bikeo#Spokes,Spokes,0.006,http://purl.org/ontology/bikeo#Hub,Hub,0.006,http://purl.org/ontology/bikeo#Rim,Rim,0.006,http://purl.org/ontology/bikeo#alexrims-rxd5c-wheel,Alexrims RXD5C,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA0-1-0-362,Tire - Check pressure,"S1000DBIKE > AAA > DA0 > 1 > 0 > 362 > Tire - Check pressure | TPSMG UK, 2003-2010 Government License - TPSMG 001 Locate the valve stem of tire. Use the tire pressure gauge ()
to check the tire pressu",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Tire,Tire,0.011,http://purl.org/ontology/bikeo#RearDerailleur,RearDerailleur,0.009,http://purl.org/ontology/bikeo#Spokes,Spokes,0.006,http://purl.org/ontology/bikeo#Hub,Hub,0.006,http://purl.org/ontology/bikeo#Rim,Rim,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA0-1-0-400,Front wheel - Fault reports and isolation procedures,"S1000DBIKE > AAA > DA0 > 1 > 0 > 400 > Front wheel - Fault reports and isolation procedures | TPSMG UK, 2003-2010 Government License - TPSMG 001",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Wheel,Wheel,0.011,http://purl.org/ontology/bikeo#Spokes,Spokes,0.007,http://purl.org/ontology/bikeo#Hub,Hub,0.006,http://purl.org/ontology/bikeo#Rim,Rim,0.006,http://purl.org/ontology/bikeo#alexrims-rxd5c-wheel,Alexrims RXD5C,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA0-1-0-921,Inner tube - Remove and install a new item,"S1000DBIKE > AAA > DA0 > 1 > 0 > 921 > Inner tube - Remove and install a new item | TPSMG UK, 2003-2010 Government License - TPSMG 001 Be careful with sharp or hard tools. They can cause damage to the",http://purl.org/ontology/bikeo#Tire,0.95,llm_reranking,Tire,"CommonPart > Tire | a tire that fits on the wheel of a bicycle. Usually pneumatic, it provide an important source of suspension, generate the lateral forces necessary for balancing and turning, and ge",http://purl.org/ontology/bikeo#Tire,Tire,0.011,http://purl.org/ontology/bikeo#Spokes,Spokes,0.007,http://purl.org/ontology/bikeo#Hub,Hub,0.006,http://purl.org/ontology/bikeo#Rim,Rim,0.006,http://purl.org/ontology/bikeo#alexrims-rxd5c-wheel,Alexrims RXD5C,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA0-2-0-412,Rear wheel - Detected fault,"S1000DBIKE > AAA > DA0 > 2 > 0 > 412 > Rear wheel - Detected fault | TPSMG UK, 2003-2010 Government License - TPSMG 001",http://purl.org/ontology/bikeo#Wheel,0.88,llm_reranking,Wheel,"CommonPart > CommonPartArea > Wheel | the set of pieces, like the tire and the air chamber, that form the wheel.",http://purl.org/ontology/bikeo#Wheel,Wheel,0.011,http://purl.org/ontology/bikeo#Spokes,Spokes,0.006,http://purl.org/ontology/bikeo#Hub,Hub,0.006,http://purl.org/ontology/bikeo#Rim,Rim,0.006,http://purl.org/ontology/bikeo#alexrims-rxd5c-wheel,Alexrims RXD5C,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA0-2-0-520,Rear wheel - Remove procedures,"S1000DBIKE > AAA > DA0 > 2 > 0 > 520 > Rear wheel - Remove procedures | TPSMG UK, 2003-2010 Government License - TPSMG 001 Hold the rear of the bicycle. Push the wheel forwards and down to disengage t",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Wheel,Wheel,0.016,http://purl.org/ontology/bikeo#Spokes,Spokes,0.006,http://purl.org/ontology/bikeo#Hub,Hub,0.006,http://purl.org/ontology/bikeo#Rim,Rim,0.006,http://purl.org/ontology/bikeo#alexrims-rxd5c-wheel,Alexrims RXD5C,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA1-0-0-041,Brake system - Description of how it is made,"S1000DBIKE > AAA > DA1 > 0 > 0 > 041 > Brake system - Description of how it is made | TPSMG UK, 2003-2010 Government License - TPSMG 001 The most important part of the bicycle is the brake system. Onl",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#tektro-c550-mechanical-disc-brake-brakes,Tektro C550 mechanical disc brake,0.007,http://purl.org/ontology/bikeo#tektro-tk-b177-calliper-rim-brake-brakes,Tektro TK-B177 calliper rim brake,0.006,http://purl.org/ontology/bikeo#tektro-tk-b178-calliper-rim-brake-brakes,Tektro TK-B178 calliper rim brake,0.006,http://purl.org/ontology/bikeo#campagnolo-record-hydro-disc-brakes,Campagnolo Record hydro disc,0.006,http://purl.org/ontology/bikeo#hydraulic-disc-brakes,Hydraulic Disc,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA1-0-0-341,Brake system - Manual test,"S1000DBIKE > AAA > DA1 > 0 > 0 > 341 > Brake system - Manual test | TPSMG UK, 2003-2010 Government License - TPSMG 001 Put the bicycle in a vertical position. Hold the handle bars and push the bicycle",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#tektro-c550-mechanical-disc-brake-brakes,Tektro C550 mechanical disc brake,0.007,http://purl.org/ontology/bikeo#tektro-tk-b177-calliper-rim-brake-brakes,Tektro TK-B177 calliper rim brake,0.006,http://purl.org/ontology/bikeo#tektro-tk-b178-calliper-rim-brake-brakes,Tektro TK-B178 calliper rim brake,0.006,http://purl.org/ontology/bikeo#campagnolo-record-hydro-disc-brakes,Campagnolo Record hydro disc,0.006,http://purl.org/ontology/bikeo#hydraulic-disc-brakes,Hydraulic Disc,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA1-1-0-251,Brake pads - Clean with rubbing alcohol,"S1000DBIKE > AAA > DA1 > 1 > 0 > 251 > Brake pads - Clean with rubbing alcohol | TPSMG UK, 2003-2010 Government License - TPSMG 001 Do a visual inspection of the brakes as given in the pre-ride checks",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#tektro-c550-mechanical-disc-brake-brakes,Tektro C550 mechanical disc brake,0.007,http://purl.org/ontology/bikeo#tektro-tk-b177-calliper-rim-brake-brakes,Tektro TK-B177 calliper rim brake,0.006,http://purl.org/ontology/bikeo#tektro-tk-b178-calliper-rim-brake-brakes,Tektro TK-B178 calliper rim brake,0.006,http://purl.org/ontology/bikeo#campagnolo-record-hydro-disc-brakes,Campagnolo Record hydro disc,0.006,http://purl.org/ontology/bikeo#hydraulic-disc-brakes,Hydraulic Disc,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA2-0-0-041,Steering - Description of how it is made,"S1000DBIKE > AAA > DA2 > 0 > 0 > 041 > Steering - Description of how it is made | TPSMG UK, 2003-2010 Government License - TPSMG 001 The steering on the bike is what enables the bike to manoeuvre in a",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#FrontDerailleur,FrontDerailleur,0.012,http://purl.org/ontology/bikeo#ChainStay,ChainStay,0.012,http://purl.org/ontology/bikeo#RearDerailleur,RearDerailleur,0.006,http://purl.org/ontology/bikeo#shimano-ultegra-fc-r8000-chainring-crank,Shimano Ultegra FC-R8000 Chainring,0.006,http://purl.org/ontology/bikeo#Crank,Crank,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA2-1-0-520,Stem - Remove procedures,"S1000DBIKE > AAA > DA2 > 1 > 0 > 520 > Stem - Remove procedures | TPSMG UK, 2003-2010 Government License - TPSMG 001 It is not necessary to remove the handlebar when you remove the stem
to get access ",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#RearDerailleur,RearDerailleur,0.012,http://purl.org/ontology/bikeo#FrontDerailleur,FrontDerailleur,0.012,http://purl.org/ontology/bikeo#shimano-ultegra-fc-r8000-chainring-crank,Shimano Ultegra FC-R8000 Chainring,0.006,http://purl.org/ontology/bikeo#ChainStay,ChainStay,0.006,http://purl.org/ontology/bikeo#Crank,Crank,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA2-1-0-720,Stem - Install procedures,"S1000DBIKE > AAA > DA2 > 1 > 0 > 720 > Stem - Install procedures | TPSMG UK, 2003-2010 Government License - TPSMG 001 Do not tighten the stem bolt too much. You can cause damage to the headset
bearing",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#FrontDerailleur,FrontDerailleur,0.012,http://purl.org/ontology/bikeo#RearDerailleur,RearDerailleur,0.012,http://purl.org/ontology/bikeo#ChainStay,ChainStay,0.012,http://purl.org/ontology/bikeo#shimano-ultegra-fc-r8000-chainring-crank,Shimano Ultegra FC-R8000 Chainring,0.006,http://purl.org/ontology/bikeo#Crank,Crank,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA2-2-0-520,Handlebar - Remove procedures,"S1000DBIKE > AAA > DA2 > 2 > 0 > 520 > Handlebar - Remove procedures | TPSMG UK, 2003-2010 Government License - TPSMG 001 Do not ride a bicycle with no grips on the handlebar. This can cause the
hands",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#FrontDerailleur,FrontDerailleur,0.012,http://purl.org/ontology/bikeo#ChainStay,ChainStay,0.012,http://purl.org/ontology/bikeo#HandlebarGrip,HandlebarGrip,0.010,http://purl.org/ontology/bikeo#RearDerailleur,RearDerailleur,0.006,http://purl.org/ontology/bikeo#shimano-ultegra-fc-r8000-chainring-crank,Shimano Ultegra FC-R8000 Chainring,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA2-2-0-720,Handlebar - Install procedures,"S1000DBIKE > AAA > DA2 > 2 > 0 > 720 > Handlebar - Install procedures | TPSMG UK, 2003-2010 Government License - TPSMG 001 Do not ride the bicycle until the grips have become dry and are firmly
held i",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#FrontDerailleur,FrontDerailleur,0.007,http://purl.org/ontology/bikeo#RearDerailleur,RearDerailleur,0.006,http://purl.org/ontology/bikeo#shimano-ultegra-fc-r8000-chainring-crank,Shimano Ultegra FC-R8000 Chainring,0.006,http://purl.org/ontology/bikeo#ChainStay,ChainStay,0.006,http://purl.org/ontology/bikeo#Crank,Crank,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA2-3-0-041,Headset - Description of how it is made,"S1000DBIKE > AAA > DA2 > 3 > 0 > 041 > Headset - Description of how it is made | TPSMG UK, 2003-2010 Government License - TPSMG 001 The headset (refer to )
is a pair of bearings on the two ends of the",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#FrontDerailleur,FrontDerailleur,0.012,http://purl.org/ontology/bikeo#ChainStay,ChainStay,0.012,http://purl.org/ontology/bikeo#RearDerailleur,RearDerailleur,0.006,http://purl.org/ontology/bikeo#shimano-ultegra-fc-r8000-chainring-crank,Shimano Ultegra FC-R8000 Chainring,0.006,http://purl.org/ontology/bikeo#Crank,Crank,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA2-3-0-520,Headset - Remove procedures,"S1000DBIKE > AAA > DA2 > 3 > 0 > 520 > Headset - Remove procedures | TPSMG UK, 2003-2010 Government License - TPSMG 001 It is not necessary to remove the handlebar for this procedure. Remove the stem ",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#RearDerailleur,RearDerailleur,0.016,http://purl.org/ontology/bikeo#FrontDerailleur,FrontDerailleur,0.012,http://purl.org/ontology/bikeo#ChainStay,ChainStay,0.012,http://purl.org/ontology/bikeo#shimano-ultegra-fc-r8000-chainring-crank,Shimano Ultegra FC-R8000 Chainring,0.006,http://purl.org/ontology/bikeo#Crank,Crank,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA2-3-0-720,Headset - Install procedures,"S1000DBIKE > AAA > DA2 > 3 > 0 > 720 > Headset - Install procedures | TPSMG UK, 2003-2010 Government License - TPSMG 001 Install the  on the frame. Install the . Install the components that follow on ",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#RearDerailleur,RearDerailleur,0.011,http://purl.org/ontology/bikeo#FrontDerailleur,FrontDerailleur,0.010,http://purl.org/ontology/bikeo#ChainStay,ChainStay,0.010,http://purl.org/ontology/bikeo#shimano-ultegra-fc-r8000-chainring-crank,Shimano Ultegra FC-R8000 Chainring,0.006,http://purl.org/ontology/bikeo#Crank,Crank,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA3-0-0-041,Frame - Description of how it is made,"S1000DBIKE > AAA > DA3 > 0 > 0 > 041 > Frame - Description of how it is made | TPSMG UK, 2003-2010 Government License - TPSMG 001 The frame is the skeleton, the primary part of your bicycle. Its struc",http://purl.org/ontology/bikeo#Frame,0.95,llm_reranking,Frame,"CommonPart > CommonPartArea > Frame | the main component of a bicycle, onto which wheels and other components are fitted. It includes the chain stay, the top, down and seat tubes.",http://purl.org/ontology/bikeo#Frame,Frame,0.016,http://purl.org/ontology/bikeo#ChainStay,ChainStay,0.007,http://purl.org/ontology/bikeo#HeadTube,HeadTube,0.006,http://purl.org/ontology/bikeo#ballistec-carbon-frame-frame,BallisTec Carbon Frame,0.006,http://purl.org/ontology/bikeo#smartform-c1-alloy-frame-frame,SmartForm C1 Alloy Frame,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA3-1-0-411,Horn - Isolated fault,"S1000DBIKE > AAA > DA3 > 1 > 0 > 411 > Horn - Isolated fault | TPSMG UK, 2003-2010 Government License - TPSMG 001",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#ChainStay,ChainStay,0.007,http://purl.org/ontology/bikeo#HeadTube,HeadTube,0.006,http://purl.org/ontology/bikeo#advanced-grade-composite-frame,Advanced-Grade Composite,0.006,http://purl.org/ontology/bikeo#aethos-fact-10r-carbon-frame,Aethos FACT 10R Carbon,0.006,http://purl.org/ontology/bikeo#all-new-frame,All-New,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA3-1-0-921,Horn - Remove and install a new item,"S1000DBIKE > AAA > DA3 > 1 > 0 > 921 > Horn - Remove and install a new item | TPSMG UK, 2003-2010 Government License - TPSMG 001 Safely hold the bicycle. Remove the horn. Use the 8mm Allen wrench from",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#ChainStay,ChainStay,0.007,http://purl.org/ontology/bikeo#HeadTube,HeadTube,0.006,http://purl.org/ontology/bikeo#all-new-frame,All-New,0.006,http://purl.org/ontology/bikeo#all-new-fork,All-New,0.006,http://purl.org/ontology/bikeo#all-new-lefty-oliver-fork,All-New Lefty Oliver,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA4-0-0-041,Drivetrain - Description of how it is made,"S1000DBIKE > AAA > DA4 > 0 > 0 > 041 > Drivetrain - Description of how it is made | TPSMG UK, 2003-2010 Government License - TPSMG 001 The drive train is the group of components that are necessary for",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#HandlebarGrip,HandlebarGrip,0.007,http://purl.org/ontology/bikeo#hollowgram-save-systembar-handlebargrip,HollowGram SAVE SystemBar,0.006,http://purl.org/ontology/bikeo#hollowgram-systembar-save-handlebargrip,HollowGram SystemBar SAVE,0.006,http://purl.org/ontology/bikeo#FrontSet,FrontSet,0.006,http://purl.org/ontology/bikeo#bontrager-comp-handlebargrip,Bontrager Comp,0.006,,,
